dates,distance,parcel_size,parcel_weights,traffic_levels,weather_conditions,sequence_in_delivery,delivery_time_window
2023-09-28,8.68,medium,3.64,low,sunny,2.0,morning
2023-12-12,32.27,medium,40.73,low,rainy,96.0,afternoon
2024-08-01,82.34,small,44.01,low,sunny,28.0,morning
2023-10-21,65.97,small,47.75,high,sunny,99.0,evening
2024-06-26,99.56,large,31.22,low,rainy,82.0,afternoon
2024-07-10,18.04,small,3.53,low,sunny,62.0,afternoon
2023-12-04,40.31,medium,20.47,low,foggy,50.0,afternoon
2023-11-25,81.15,large,9.25,low,foggy,83.0,afternoon
2023-11-02,22.35,small,38.39,low,sunny,8.0,morning
2024-09-19,16.22,small,44.38,low,snowy,10.0,morning
2024-02-05,43.33,large,9.36,high,foggy,70.0,evening
2024-05-12,38.99,small,1.91,high,sunny,59.0,afternoon
2023-12-23,98.04,large,35.28,medium,foggy,74.0,afternoon
2024-02-19,46.17,medium,14.38,medium,sunny,81.0,afternoon
2023-10-11,86.23,small,26.64,low,sunny,58.0,morning
2024-04-24,88.91,medium,45.34,low,sunny,41.0,morning
2024-04-07,16.63,large,27.26,high,sunny,10.0,morning
2024-08-22,71.82,small,1.41,high,sunny,23.0,afternoon
2024-03-17,28.48,small,35.67,medium,snowy,4.0,morning
2024-03-23,10.38,medium,48.4,medium,rainy,6.0,morning
2024-09-02,87.6,large,45.17,low,sunny,51.0,morning
2023-11-25,29.95,small,49.26,low,sunny,75.0,afternoon
2023-10-28,35.19,medium,5.05,medium,sunny,8.0,morning
2024-01-02,33.07,medium,47.41,low,sunny,36.0,morning
2024-07-20,20.83,small,44.72,low,rainy,12.0,morning
2024-08-05,44.02,small,11.79,low,sunny,13.0,morning
2024-01-27,43.4,large,4.82,low,rainy,32.0,morning
2023-12-13,41.47,small,47.01,high,sunny,51.0,afternoon
2024-01-30,91.71,large,12.94,medium,sunny,1.0,morning
2023-11-01,34.64,large,31.48,low,foggy,13.0,morning
2024-08-21,4.01,large,15.66,low,sunny,15.0,morning
2023-11-29,18.67,large,22.38,high,snowy,42.0,evening
2024-09-10,72.43,small,30.62,low,sunny,16.0,morning
2024-06-15,59.5,small,7.59,low,sunny,17.0,morning
2023-10-23,95.22,large,13.26,high,rainy,6.0,afternoon
2024-01-30,69.75,large,11.64,medium,sunny,85.0,evening
2023-11-11,20.23,small,45.48,medium,sunny,95.0,afternoon
2024-05-28,12.94,large,5.07,high,rainy,77.0,afternoon
2024-09-10,52.56,small,49.75,low,sunny,84.0,afternoon
2024-09-05,66.86,small,28.94,low,sunny,24.0,morning
2023-10-09,17.4,small,35.92,medium,foggy,55.0,afternoon
2024-03-10,60.57,medium,36.44,low,sunny,76.0,afternoon
2024-05-07,86.64,small,45.83,medium,rainy,89.0,evening
2024-08-20,73.03,large,9.09,low,sunny,87.0,afternoon
2024-04-22,66.75,medium,48.53,medium,rainy,75.0,evening
2023-10-04,79.14,large,18.26,low,sunny,11.0,morning
2024-04-26,11.3,small,21.76,medium,snowy,83.0,evening
2024-06-18,21.18,medium,11.59,medium,rainy,32.0,morning
2024-05-24,4.77,medium,16.32,low,foggy,42.0,morning
2024-09-20,15.35,large,6.61,low,sunny,33.0,morning
2023-12-31,91.41,large,29.82,low,snowy,81.0,afternoon
2023-10-04,22.99,small,48.59,low,rainy,31.0,morning
2023-11-20,66.55,medium,44.92,low,sunny,44.0,afternoon
2023-11-10,69.47,small,24.09,low,sunny,68.0,afternoon
2023-12-29,64.89,medium,22.02,medium,sunny,54.0,afternoon
2024-08-28,55.84,medium,28.06,low,rainy,21.0,morning
2024-04-21,49.13,large,29.63,medium,snowy,77.0,afternoon
2024-09-12,42.57,large,36.56,low,foggy,71.0,afternoon
2024-01-13,91.77,medium,1.99,low,rainy,76.0,afternoon
2024-07-07,1.94,medium,9.92,low,sunny,9.0,morning
2024-02-24,6.3,medium,2.67,low,sunny,29.0,morning
2024-04-06,49.76,small,37.2,high,sunny,73.0,afternoon
2024-06-04,33.72,medium,21.06,low,sunny,29.0,morning
2024-08-15,41.41,large,1.2,medium,snowy,46.0,afternoon
2023-11-16,99.79,medium,42.58,high,foggy,78.0,evening
2024-01-05,77.74,large,11.03,medium,rainy,40.0,morning
2023-10-30,87.86,small,8.98,low,rainy,20.0,morning
2024-04-05,37.49,small,13.12,high,sunny,10.0,afternoon
2024-04-13,24.72,small,27.42,low,foggy,80.0,afternoon
2023-12-05,77.03,small,25.87,medium,sunny,59.0,afternoon
2024-02-21,80.95,medium,30.86,medium,foggy,55.0,afternoon
2024-09-14,55.44,large,40.91,low,sunny,2.0,morning
2023-11-12,89.7,large,7.55,medium,rainy,71.0,afternoon
2024-04-23,96.77,small,26.24,medium,snowy,65.0,evening
2023-12-17,47.63,large,46.56,low,sunny,70.0,morning
2024-08-08,23.04,small,7.81,high,sunny,46.0,afternoon
2024-06-10,52.19,large,38.95,low,sunny,49.0,morning
2024-04-25,98.96,small,44.76,low,sunny,98.0,evening
2023-10-15,30.0,large,2.85,high,rainy,2.0,morning
2024-01-04,62.14,medium,18.07,low,sunny,31.0,morning
2024-06-27,69.7,medium,3.08,medium,snowy,20.0,afternoon
2024-03-07,22.18,medium,45.85,medium,rainy,35.0,afternoon
2023-12-28,59.26,medium,17.12,low,sunny,54.0,morning
2024-06-18,32.14,small,4.58,low,rainy,62.0,morning
2024-09-12,85.57,large,4.71,low,sunny,65.0,afternoon
2023-11-04,71.76,large,34.22,low,sunny,47.0,morning
2024-02-09,82.8,medium,49.73,low,sunny,7.0,morning
2023-12-15,20.77,medium,30.06,low,sunny,98.0,afternoon
2024-01-09,4.42,medium,0.66,low,sunny,48.0,morning
2023-11-13,85.2,large,15.16,low,rainy,57.0,afternoon
2024-05-19,39.29,small,5.04,low,snowy,53.0,afternoon
2024-08-06,18.79,medium,13.13,low,sunny,11.0,morning
2023-12-21,10.1,medium,37.27,high,sunny,99.0,evening
2024-01-07,52.13,large,20.27,medium,sunny,35.0,morning
2024-07-17,15.86,small,12.66,low,sunny,16.0,morning
2023-09-22,57.1,medium,19.77,low,foggy,53.0,afternoon
2024-09-13,73.0,small,18.56,low,sunny,61.0,afternoon
2024-02-16,53.97,medium,11.84,low,sunny,51.0,morning
2024-01-31,90.47,large,6.13,low,rainy,38.0,afternoon
2024-07-20,16.4,small,40.68,medium,foggy,83.0,afternoon
2024-03-15,49.9,large,33.41,low,foggy,75.0,afternoon
2023-10-28,17.16,medium,13.91,high,rainy,94.0,evening
2024-07-31,87.71,large,3.77,medium,sunny,99.0,evening
2023-12-05,93.29,medium,35.67,high,rainy,98.0,evening
2024-02-04,40.6,medium,10.9,low,sunny,26.0,morning
2024-06-17,31.27,medium,32.68,low,sunny,12.0,morning
2024-09-03,28.65,medium,21.79,high,rainy,81.0,afternoon
2024-01-28,86.11,large,15.71,low,foggy,44.0,morning
2024-03-07,68.56,medium,12.01,low,sunny,88.0,afternoon
2024-06-29,88.18,medium,11.86,medium,rainy,97.0,afternoon
2024-09-16,12.63,medium,5.55,medium,rainy,20.0,morning
2024-04-22,48.13,large,47.05,low,foggy,45.0,afternoon
2024-04-06,67.94,large,16.37,low,snowy,82.0,afternoon
2024-06-16,89.81,medium,48.54,low,sunny,41.0,morning
2024-09-08,38.82,medium,17.83,low,sunny,79.0,morning
2024-05-21,32.0,medium,49.64,high,sunny,34.0,afternoon
2024-09-06,91.38,medium,24.89,low,rainy,46.0,afternoon
2024-02-26,5.71,large,3.03,medium,snowy,24.0,afternoon
2023-10-17,48.48,small,18.19,medium,foggy,18.0,morning
2023-12-29,46.4,small,42.08,low,sunny,42.0,afternoon
2024-04-27,15.46,large,9.57,low,rainy,28.0,morning
2023-12-22,40.1,small,25.61,low,rainy,15.0,morning
2023-10-12,72.54,large,42.76,medium,sunny,69.0,afternoon
2023-12-02,37.32,small,44.08,low,sunny,94.0,afternoon
2024-01-10,31.66,large,15.23,high,rainy,53.0,afternoon
2024-03-31,78.41,small,0.68,low,sunny,25.0,morning
2024-05-31,98.88,small,24.66,low,sunny,69.0,afternoon
2023-12-14,78.16,large,39.63,low,rainy,27.0,morning
2024-04-24,84.79,medium,11.42,high,sunny,37.0,afternoon
2024-01-22,94.01,small,8.22,medium,rainy,80.0,afternoon
2023-12-17,80.38,small,20.22,medium,rainy,32.0,morning
2024-01-30,98.06,small,15.0,low,sunny,28.0,morning
2024-04-24,74.98,medium,12.72,low,rainy,4.0,morning
2024-05-21,66.49,small,42.47,medium,rainy,94.0,afternoon
2024-07-26,69.64,large,7.5,medium,rainy,2.0,morning
2024-06-03,90.11,small,4.08,low,sunny,16.0,morning
2024-01-20,68.62,small,7.39,medium,sunny,38.0,morning
2023-11-03,76.36,small,24.97,low,sunny,22.0,morning
2024-04-26,22.38,small,46.73,low,foggy,28.0,morning
2023-11-20,91.35,small,7.73,low,rainy,24.0,morning
2024-09-07,45.27,medium,45.48,medium,foggy,98.0,afternoon
2024-09-10,16.95,small,44.38,low,sunny,10.0,morning
2024-01-13,80.18,medium,22.01,high,sunny,25.0,morning
2024-02-26,36.28,small,47.15,low,sunny,9.0,morning
2024-06-14,19.23,medium,21.23,medium,sunny,44.0,morning
2023-11-22,26.37,small,11.28,low,foggy,4.0,morning
2023-12-14,4.46,small,40.81,high,sunny,29.0,afternoon
2023-10-31,9.97,large,26.83,low,foggy,72.0,afternoon
2024-09-13,59.67,small,26.97,medium,sunny,2.0,morning
2024-03-29,86.76,large,29.87,low,sunny,21.0,morning
2023-11-05,45.4,medium,1.48,low,rainy,9.0,morning
2024-07-22,62.98,small,5.05,high,sunny,92.0,evening
2024-04-13,81.16,large,1.48,low,snowy,86.0,afternoon
2023-09-25,36.32,medium,24.6,high,sunny,51.0,afternoon
2024-03-16,65.78,medium,20.4,low,snowy,86.0,afternoon
2023-12-27,35.69,,48.24,medium,snowy,20.0,afternoon
2023-10-27,64.63,small,35.96,high,snowy,20.0,afternoon
2024-02-12,22.54,large,37.17,low,sunny,86.0,afternoon
2024-01-31,97.81,large,14.51,low,sunny,57.0,morning
2024-07-10,8.54,medium,32.31,low,sunny,4.0,morning
2023-10-20,51.02,,6.94,high,sunny,83.0,evening
2024-05-24,29.34,medium,24.2,low,sunny,74.0,afternoon
2024-09-09,60.48,large,36.09,high,foggy,89.0,evening
2024-08-12,43.4,large,41.3,low,sunny,27.0,morning
2023-11-10,31.36,small,39.92,high,sunny,89.0,evening
2024-07-21,25.75,small,7.05,low,snowy,30.0,morning
2023-10-05,19.07,small,19.11,high,rainy,49.0,afternoon
2024-08-20,78.51,medium,17.21,low,sunny,80.0,afternoon
2024-03-17,23.0,small,27.12,low,sunny,53.0,morning
2023-11-20,77.58,small,17.02,low,rainy,50.0,afternoon
2024-04-09,49.02,medium,23.72,medium,rainy,11.0,morning
2024-01-08,8.15,large,15.8,low,sunny,47.0,morning
2023-12-21,17.38,medium,13.64,high,sunny,20.0,morning
2024-04-29,89.4,small,8.63,medium,foggy,82.0,evening
2024-04-02,60.68,medium,18.39,medium,rainy,32.0,morning
2024-01-09,19.25,medium,12.97,low,rainy,9.0,morning
2023-11-09,70.67,small,15.46,high,sunny,16.0,afternoon
2024-08-13,82.5,large,17.29,low,snowy,75.0,evening
2024-04-06,33.73,small,5.25,low,sunny,26.0,morning
2024-03-18,56.1,medium,7.65,high,sunny,53.0,afternoon
2024-06-27,30.05,small,10.54,low,sunny,10.0,morning
2024-03-16,8.93,large,28.65,low,sunny,96.0,afternoon
2023-10-25,40.55,medium,21.53,high,sunny,98.0,evening
2024-08-15,75.39,large,1.37,low,sunny,37.0,morning
2023-10-19,46.41,small,48.45,low,rainy,14.0,morning
2024-07-15,41.12,small,18.89,medium,rainy,39.0,morning
2024-02-20,37.23,medium,23.03,low,foggy,75.0,afternoon
2023-10-28,46.43,small,11.66,low,sunny,90.0,afternoon
2023-10-28,32.5,large,19.69,low,snowy,29.0,morning
2024-03-15,61.61,medium,20.69,medium,rainy,59.0,afternoon
2024-04-12,7.29,large,20.15,low,snowy,81.0,afternoon
2024-01-20,80.93,large,3.97,low,rainy,44.0,morning
2023-11-28,18.14,medium,43.52,low,snowy,3.0,morning
2023-11-15,63.71,large,1.76,medium,rainy,8.0,morning
2024-08-26,45.54,medium,33.31,low,sunny,3.0,morning
2024-01-22,77.58,medium,9.72,low,sunny,46.0,morning
2024-02-06,82.79,large,48.07,high,sunny,54.0,afternoon
2024-08-09,21.22,large,14.24,medium,snowy,2.0,morning
2024-08-04,68.04,medium,16.5,low,rainy,66.0,afternoon
2024-09-17,19.8,small,27.34,high,sunny,93.0,evening
2024-02-15,13.28,small,29.1,low,rainy,19.0,morning
2023-10-27,93.1,large,27.52,medium,snowy,91.0,evening
2024-06-23,17.27,small,8.65,high,snowy,77.0,evening
2024-02-03,23.59,small,20.36,low,rainy,5.0,morning
2024-03-18,13.9,medium,11.98,medium,sunny,82.0,afternoon
2024-01-24,47.56,medium,4.4,high,rainy,6.0,morning
2024-01-16,92.04,small,12.7,high,foggy,9.0,afternoon
2023-10-03,27.14,large,31.19,low,sunny,57.0,afternoon
2024-01-24,54.64,small,19.58,medium,rainy,97.0,evening
2024-04-23,41.73,medium,45.22,high,snowy,59.0,evening
2024-03-10,34.26,small,31.27,low,sunny,87.0,afternoon
2023-11-02,57.64,small,18.76,medium,sunny,1.0,morning
2024-01-15,56.33,large,47.91,medium,rainy,1.0,morning
2024-01-26,36.58,small,43.73,high,rainy,79.0,afternoon
2024-03-16,85.21,medium,21.92,low,sunny,52.0,morning
2023-11-09,6.26,medium,39.41,high,rainy,76.0,evening
2024-05-22,9.44,large,33.69,low,rainy,15.0,morning
2023-12-30,99.09,large,24.21,low,sunny,49.0,morning
2024-08-21,75.02,small,30.18,high,sunny,78.0,afternoon
2024-02-18,80.59,small,28.5,low,sunny,3.0,morning
2023-12-19,60.67,large,11.97,medium,snowy,23.0,afternoon
2024-01-26,42.57,large,10.43,medium,rainy,83.0,afternoon
2024-03-06,63.29,medium,32.58,low,rainy,20.0,morning
2024-08-01,10.17,medium,18.23,low,foggy,22.0,morning
2024-03-14,76.02,small,2.83,low,sunny,58.0,afternoon
2024-03-18,54.53,small,38.01,high,sunny,90.0,evening
2024-02-14,95.72,large,14.38,low,sunny,96.0,afternoon
2023-11-02,64.11,small,43.28,high,sunny,95.0,evening
2024-03-28,16.02,large,3.53,low,snowy,22.0,morning
2023-09-30,48.28,large,27.38,medium,rainy,39.0,morning
2024-08-17,6.72,small,9.89,low,sunny,52.0,morning
2024-02-16,74.8,small,21.62,low,rainy,26.0,morning
2023-10-09,50.68,small,19.02,low,rainy,6.0,morning
2023-10-22,37.6,medium,23.48,high,sunny,21.0,afternoon
2024-08-04,96.89,medium,29.96,low,rainy,36.0,morning
2023-10-08,94.12,medium,23.32,medium,foggy,53.0,afternoon
2024-03-18,95.33,large,32.86,low,sunny,83.0,afternoon
2023-10-01,22.88,large,11.23,medium,sunny,71.0,afternoon
2024-06-16,73.13,medium,23.03,low,foggy,50.0,morning
2024-01-23,94.59,small,3.59,medium,foggy,28.0,afternoon
2024-06-15,57.52,large,26.54,medium,sunny,41.0,morning
2024-01-02,22.2,small,21.31,high,rainy,23.0,afternoon
2024-08-07,81.96,small,32.72,low,rainy,77.0,afternoon
2024-07-23,88.11,large,9.68,low,rainy,65.0,afternoon
2023-09-26,70.62,large,13.69,low,rainy,52.0,afternoon
2024-03-27,30.06,small,34.44,medium,rainy,14.0,morning
2024-06-05,19.88,medium,17.87,medium,sunny,40.0,afternoon
2024-04-29,62.8,large,44.87,medium,sunny,82.0,afternoon
2024-09-17,48.8,large,8.43,high,sunny,99.0,evening
2024-09-19,67.21,large,35.35,medium,rainy,6.0,morning
2024-03-20,12.06,medium,7.56,medium,foggy,6.0,morning
2024-05-26,14.46,medium,18.06,medium,sunny,11.0,morning
2024-09-05,36.93,small,6.86,low,sunny,25.0,morning
2024-01-30,26.62,large,24.01,low,sunny,14.0,morning
2024-03-30,62.31,large,34.59,medium,sunny,5.0,morning
2024-07-29,37.39,large,11.42,low,rainy,71.0,morning
2023-09-28,68.71,medium,49.63,low,sunny,82.0,afternoon
2024-06-09,77.11,large,15.12,medium,sunny,79.0,afternoon
2024-04-01,19.53,large,32.3,low,rainy,28.0,morning
2024-03-15,92.06,small,16.85,low,sunny,75.0,afternoon
2024-04-01,78.93,medium,14.87,,rainy,79.0,afternoon
2024-08-05,63.05,small,13.04,low,foggy,70.0,afternoon
2023-10-30,90.98,large,22.99,high,rainy,81.0,evening
2023-12-21,27.32,small,46.12,high,sunny,28.0,afternoon
2024-03-18,42.75,large,22.28,low,rainy,77.0,afternoon
2023-11-13,9.49,large,36.96,low,rainy,20.0,morning
2024-02-18,46.16,small,21.08,high,sunny,84.0,afternoon
2024-03-26,51.13,small,33.22,low,sunny,37.0,morning
2024-01-25,61.99,large,13.18,low,sunny,8.0,morning
2023-10-05,7.34,medium,45.25,medium,rainy,10.0,morning
2023-11-12,4.21,medium,48.62,medium,rainy,90.0,afternoon
2023-12-19,42.57,small,32.86,low,rainy,39.0,afternoon
2024-01-16,19.72,medium,5.86,low,sunny,41.0,morning
2024-06-27,76.12,medium,7.26,medium,sunny,1.0,morning
2024-06-19,67.2,large,32.01,low,rainy,18.0,morning
2024-01-10,33.26,small,2.29,high,sunny,69.0,afternoon
2024-03-08,5.53,small,7.27,high,rainy,33.0,afternoon
2024-09-10,19.06,small,28.66,medium,sunny,34.0,afternoon
2024-02-18,69.48,small,42.39,medium,sunny,79.0,afternoon
2024-05-23,99.03,large,13.21,medium,sunny,64.0,afternoon
2024-04-18,33.32,large,31.36,low,rainy,25.0,morning
2023-11-14,80.4,medium,16.38,high,sunny,14.0,morning
2024-02-23,86.84,small,24.25,high,sunny,80.0,evening
2023-12-09,5.77,large,2.06,medium,sunny,18.0,morning
2023-10-05,91.71,large,42.16,low,sunny,78.0,afternoon
2024-03-01,47.15,small,47.79,medium,foggy,24.0,morning
2024-01-24,96.46,medium,16.46,low,sunny,38.0,morning
2023-12-18,54.32,medium,42.05,low,sunny,81.0,afternoon
2023-11-18,24.28,large,5.8,low,rainy,8.0,morning
2024-02-23,97.49,large,47.48,high,foggy,89.0,evening
2024-01-25,25.09,small,49.51,medium,sunny,55.0,afternoon
2024-05-07,88.37,small,1.41,high,rainy,52.0,afternoon
2024-08-28,18.14,medium,7.48,high,snowy,75.0,evening
2024-05-10,67.8,large,26.88,low,sunny,3.0,morning
2024-03-22,41.72,medium,28.3,low,rainy,8.0,morning
2024-07-28,97.23,medium,29.56,high,sunny,81.0,afternoon
2024-03-16,19.29,medium,4.27,high,sunny,90.0,evening
2024-05-17,41.47,medium,42.26,high,foggy,69.0,evening
2024-06-29,64.34,large,43.08,low,sunny,53.0,morning
2024-08-01,97.78,medium,39.8,low,snowy,22.0,afternoon
2023-09-27,31.08,large,36.33,high,sunny,49.0,afternoon
2024-09-16,40.29,large,1.53,medium,rainy,52.0,afternoon
2023-11-10,46.72,small,41.62,low,snowy,2.0,morning
2023-12-04,26.02,medium,0.86,low,rainy,37.0,afternoon
2024-08-30,81.92,medium,8.99,low,snowy,88.0,evening
2024-07-21,10.11,large,6.69,high,rainy,64.0,afternoon
2024-09-16,70.77,medium,35.99,low,sunny,56.0,morning
2023-09-22,53.86,medium,8.84,low,sunny,96.0,afternoon
2023-10-19,24.95,medium,31.0,high,rainy,24.0,morning
2024-08-05,49.79,small,7.28,high,sunny,30.0,afternoon
2024-03-21,83.16,large,34.42,low,rainy,5.0,morning
2024-05-23,45.1,large,45.02,medium,rainy,55.0,afternoon
2024-03-22,13.07,small,38.72,low,rainy,15.0,morning
2023-10-09,5.04,large,14.99,low,sunny,85.0,afternoon
2023-10-07,78.0,medium,36.28,low,sunny,40.0,morning
2023-10-08,33.71,medium,49.74,low,sunny,44.0,morning
2023-12-12,93.19,medium,33.67,low,rainy,37.0,morning
2024-02-15,62.1,small,6.8,high,rainy,28.0,afternoon
2024-02-06,44.19,small,28.31,high,sunny,84.0,evening
2023-11-26,56.88,small,20.98,medium,sunny,41.0,morning
2024-08-04,46.26,medium,10.07,low,rainy,30.0,morning
2024-05-29,90.68,large,9.54,low,sunny,20.0,morning
2024-02-26,46.34,small,40.31,medium,sunny,69.0,afternoon
2024-03-22,11.3,medium,8.28,medium,sunny,90.0,afternoon
2024-09-08,,medium,47.58,low,rainy,44.0,morning
2023-12-19,62.68,medium,46.79,low,snowy,47.0,afternoon
2024-01-04,76.77,medium,44.64,medium,snowy,32.0,afternoon
2023-12-13,93.4,large,9.59,medium,sunny,49.0,afternoon
2024-01-10,44.87,medium,19.79,low,snowy,31.0,afternoon
2024-04-25,35.86,medium,24.53,low,sunny,21.0,morning
2024-05-13,49.59,large,35.4,medium,snowy,87.0,evening
2024-07-25,90.12,large,14.19,medium,rainy,29.0,afternoon
2024-04-18,98.02,medium,7.41,medium,sunny,22.0,morning
2024-05-09,97.15,small,31.46,low,sunny,94.0,afternoon
2024-06-06,23.74,small,27.59,medium,sunny,83.0,afternoon
2023-12-02,50.19,medium,25.73,medium,rainy,26.0,morning
2023-12-13,26.69,large,3.66,low,sunny,37.0,morning
2023-12-06,37.43,medium,27.98,high,snowy,86.0,evening
2023-11-10,4.14,medium,11.38,medium,rainy,36.0,morning
2024-05-11,16.9,large,21.0,low,rainy,72.0,afternoon
2024-04-07,40.31,large,17.83,medium,foggy,65.0,afternoon
2023-10-01,37.11,small,28.59,high,foggy,84.0,evening
2024-01-06,28.6,small,18.35,high,sunny,43.0,afternoon
2023-11-07,23.8,medium,25.9,low,rainy,8.0,morning
2024-07-11,75.15,large,43.67,low,sunny,8.0,morning
2024-03-22,30.16,medium,39.38,low,foggy,2.0,morning
2024-06-08,70.95,medium,44.52,low,rainy,31.0,morning
2023-11-28,37.49,large,39.08,medium,sunny,72.0,afternoon
2024-03-01,80.4,small,20.74,high,sunny,73.0,evening
2024-05-16,17.56,medium,30.05,low,sunny,97.0,afternoon
2024-01-21,16.6,large,32.52,low,rainy,25.0,morning
2024-08-26,68.29,small,30.46,low,sunny,1.0,morning
2023-09-25,91.58,small,32.06,high,foggy,50.0,afternoon
2024-08-21,15.16,large,31.91,low,sunny,50.0,morning
2024-01-17,8.3,large,34.2,medium,sunny,10.0,morning
2024-03-08,93.53,large,34.56,low,rainy,81.0,afternoon
2024-02-13,12.62,medium,29.62,low,sunny,56.0,morning
2024-06-13,25.79,medium,13.28,high,sunny,89.0,evening
2024-04-18,93.02,large,25.96,medium,sunny,51.0,afternoon
2024-07-30,80.49,medium,24.07,low,sunny,21.0,morning
2024-02-29,34.93,medium,35.51,low,sunny,3.0,morning
2024-05-11,95.5,large,43.58,low,rainy,70.0,afternoon
2024-01-14,57.24,medium,43.66,low,sunny,39.0,morning
2024-02-13,8.15,large,11.83,low,rainy,8.0,morning
2024-03-13,70.6,medium,23.98,low,rainy,50.0,morning
2024-04-10,54.19,large,43.71,low,rainy,81.0,afternoon
2024-02-22,57.69,medium,30.02,high,rainy,87.0,evening
2024-07-10,99.42,small,35.37,high,sunny,53.0,afternoon
2023-12-29,16.1,small,37.26,medium,sunny,20.0,morning
2023-10-25,66.02,large,4.24,low,rainy,17.0,morning
2024-02-05,46.42,medium,20.69,low,rainy,35.0,morning
2023-11-01,27.92,large,25.26,low,sunny,75.0,afternoon
2023-09-26,69.66,small,49.31,low,sunny,29.0,morning
2024-07-07,67.15,small,43.73,low,sunny,81.0,morning
2023-10-21,85.79,small,48.43,medium,sunny,24.0,morning
2023-10-10,88.01,small,35.6,low,snowy,69.0,afternoon
2024-07-13,56.62,small,24.38,medium,sunny,14.0,morning
2024-04-26,33.23,medium,49.23,low,sunny,4.0,morning
2023-11-14,53.43,large,31.05,low,rainy,59.0,morning
2023-11-16,36.57,large,27.52,high,sunny,58.0,afternoon
2023-11-12,28.46,medium,49.67,low,foggy,69.0,afternoon
2024-08-12,55.61,medium,27.79,medium,sunny,77.0,afternoon
2023-12-12,66.14,large,10.27,low,sunny,10.0,morning
2023-11-23,59.47,small,21.23,low,sunny,84.0,afternoon
2024-08-27,95.49,medium,26.63,low,rainy,9.0,morning
2023-10-06,30.56,medium,41.99,low,sunny,27.0,morning
2024-03-23,37.86,large,24.78,low,rainy,10.0,morning
2023-12-25,67.1,small,32.21,low,snowy,3.0,afternoon
2024-03-20,60.44,medium,46.88,low,sunny,99.0,afternoon
2023-10-06,1.18,medium,38.9,medium,rainy,11.0,morning
2023-10-18,31.92,small,25.94,medium,sunny,24.0,morning
2024-05-24,26.12,medium,20.18,medium,rainy,53.0,afternoon
2024-08-11,84.15,large,32.04,low,sunny,18.0,morning
2024-08-22,86.76,large,49.3,low,snowy,22.0,afternoon
2024-04-28,29.11,small,32.55,medium,rainy,47.0,morning
2024-02-18,11.11,large,10.5,low,sunny,85.0,afternoon
2023-09-22,21.31,medium,10.24,medium,rainy,85.0,afternoon
2024-08-14,18.48,large,5.4,medium,snowy,93.0,evening
